semantics_id,sentence_id,hanji,lomaji,mandarin
12169,54790,"""索仔相絞""","""soh-á sio-ká""","""繩子絞在一起"""
12169,54791,"""絞一寡肉""","""ká tsi̍t-kuá bah""","""絞一些肉"""
12170,54792,"""代誌絞做伙。""","""Tāi-tsì ká tsò-hué.""","""事情糾結在一起。"""
12170,54793,"""腸仔咧滾絞。""","""Tn̂g-á teh kún-ká.""","""腸子正在翻騰絞痛。"""
12171,54794,"""錢絞錢，才好趁。""","""Tsînn ká tsînn, tsiah hó thàn.""","""錢滾錢，才好賺。"""
12171,54795,"""利息絞起來袂少。""","""Lī-sik ká--khí-lâi bē tsió.""","""利息滋生起來不少。"""
12172,54796,"""絨仔""","""jiông-á""","""絨布"""
12172,54797,"""鴨絨""","""ah-jiông""","""鴨細毛"""
12173,54798,"""娘仔絲""","""niû-á-si""","""蠶絲"""
12173,54799,"""牽絲""","""khan-si""","""拉成絲狀"""
12174,54800,"""蜘蛛絲""","""ti-tu-si""","""蜘蛛絲"""
12174,54801,"""菜頭絲""","""tshài-thâu-si""","""蘿蔔絲"""
12175,54802,"""絲豆仔""","""si tāu-á""","""除去豆莢兩側的細纖維"""
12175,54803,"""絲番薯葉""","""si han-tsî-hio̍h""","""去除番薯葉梗上的外膜"""
12177,54804,"""彼欉花結子矣。""","""Hit tsâng hue kiat-tsí--ah.""","""那棵花樹結子了。"""
12178,54805,"""提筅仔來共桌頂的塗粉筅筅咧。""","""The̍h tshíng-á lâi kā toh-tíng ê thôo-hún tshíng-tshíng--leh.""","""拿撢子來把桌上的灰塵刷一刷。"""
12182,54806,"""掖粟仔""","""iā tshik-á""","""撒稻穀"""
12185,54807,"""穿裙愛穿絲仔襪。""","""Tshīng kûn ài tshīng si-á-bue̍h.""","""穿裙子要穿絲襪。"""
12189,54808,"""恁兩人的結合是我上大的願望。""","""Lín nn̄g lâng ê kiat-ha̍p sī guá siōng tuā ê guān-bōng.""","""你們兩人的結合是我最大的願望。"""
12191,54809,"""愛跋的人攏無好結局。""","""Ài pua̍h ê lâng lóng bô hó kiat-kio̍k.""","""好賭的人都沒有好結果。"""
12192,54810,"""講風颱欲來矣，結局煞無來。""","""Kóng hong-thai beh lâi--ah, kiat-kio̍k suah bô lâi.""","""說颱風要來了，結果卻沒有來。"""
12195,54811,"""你這句廢話，有講等於無講。""","""Lí tsit kù huì-uē, ū kóng tíng-î bô kóng.""","""你這句廢話，有講等於沒講。"""
12197,54812,"""你敢知影昨暗彼場比賽的結果按怎？""","""Lí kám tsai-iánn tsa-àm hit tiûnn pí-sài ê kiat-kó án-tsuánn?""","""你曉不曉得昨晚那場比賽的結果如何？"""
12198,54813,"""伊昨暗去予冤仇人結果擲掉矣。""","""I tsa-àm khì hōo uan-siû-lâng kiat-kó-tàn-tiāu--ah.""","""他昨晚被仇家給殺死了。"""
12201,54814,"""等咧伊就會來。""","""Tán--leh i tō ē lâi.""","""等會他就會來。"""
12203,54815,"""警方咧調查死者敢有佮人結怨。""","""Kíng-hong teh tiâu-tsa sí-tsiá kám ū kah lâng kiat-uàn.""","""警方正在調查死者是否與人結怨。"""
12204,54816,"""這馬較少人咧結拜矣。""","""Tsit-má khah tsió lâng teh kiat-pài--ah.""","""現在比較少人在結拜了。"""
12210,54817,"""人猶未送到病院就已經絕氣矣。""","""Lâng iáu-buē sàng kàu pēnn-īnn tō í-king tsua̍t-khuì--ah.""","""人還沒送到醫院就已經斷氣了。"""
12212,54818,"""傷久無運動，筋骨攏生鉎去矣。""","""Siunn kú bô ūn-tōng, kin-kut lóng senn-sian--khì--ah.""","""太久沒運動，筋骨都生鏽了。"""
12216,54819,"""做工課做甲手結趼。""","""Tsò khang-khuè tsò kah tshiú kiat-lan.""","""工作做到手結繭。"""
12217,54820,"""恁兩个人莫閣佇遐答喙鼓矣！""","""Lín nn̄g ê lâng mài koh tī hia tap-tshuì-kóo--ah!""","""你們兩個人不要在那裡鬥嘴了！"""
12223,54821,"""毋知影是啥物原因，我感覺筋節痠軟。""","""M̄ tsai-iánn sī siánn-mih guân-in, guá kám-kak kin-tsat sng-nńg.""","""不知道什麼原因，我覺得筋骨又酸又軟。"""
12225,54822,"""招筊跤""","""tsio kiáu-kha""","""召集賭伴"""
12226,54823,"""人來就好，毋免紮啥物等路啦！""","""Lâng lâi tō hó, m̄-bián tsah siánn-mih tán-lōo--lah!""","""人來就好，不用帶什麼禮物啦！"""
12227,54824,"""毒品害伊行上絕路。""","""To̍k-phín hāi i kiânn tsiūnn tsua̍t-lōo.""","""毒品害他走上絕路。"""
12228,54825,"""𪜶兩个早就絕路矣。""","""In nn̄g ê tsá tō tsua̍t-lōo--ah.""","""他們兩位早就絕交了。"""
12229,54826,"""伊生做誠結實。""","""I senn-tsò tsiânn kiat-si̍t.""","""他生的很強壯結實。"""
12230,54827,"""彼間厝起了誠結實。""","""Hit king tshù khí liáu tsiânn kiat-si̍t.""","""那間房子蓋得很堅固。"""
12231,54828,"""伊絕對袂答應你的要求，你莫閣戇矣。""","""I tsua̍t-tuì bē tah-ìng lí ê iau-kiû, lí mài koh gōng--ah.""","""他一定不會答應你的要求，你別再傻了。"""
12236,54829,"""物件揀好去揣店員結數。""","""Mi̍h-kiānn kíng-hó khì tshuē tiàm-uân kiat-siàu.""","""東西選好了就去找店員結帳。"""
12238,54830,"""古早人煎草藥仔攏嘛是用急燒仔。""","""Kóo-tsá-lâng tsuann tsháu-io̍h-á lóng mā sī iōng kip-sio-á.""","""前人煎藥都是用瓷藥壺。"""
12242,54831,"""稻仔結穗矣。""","""Tiū-á kiat-suī--ah.""","""水稻結子成穗了。"""
12244,54832,"""翕相""","""hip-siòng""","""照相"""
12245,54833,"""翕油飯""","""hip iû-pn̄g""","""把油飯燜熟"""
12246,54834,"""今仔日天氣真翕。""","""Kin-á-ji̍t thinn-khì tsin hip.""","""今天天氣很悶熱。"""
12247,54835,"""腹肚脹起來。""","""Pak-tóo tiòng--khí-lâi.""","""肚子脹起來。"""
12248,54836,"""腹肚脹甲遮大个。""","""Pak-tóo tiùnn kah tsiah tuā ê.""","""肚子脹得這麼大。"""
12249,54837,"""食了傷脹。""","""Tsia̍h liáu siunn tiùnn.""","""吃得太脹。"""
12249,54838,"""腹肚脹脹""","""pak-tóo tiùnn-tiùnn""","""肚子脹脹的"""
12251,54839,"""囡仔袂開脾。""","""Gín-á bē khui-pî.""","""孩子的胃口不開。"""
12252,54840,"""補腎""","""póo sīn""","""補腎"""
12253,54841,"""宜蘭腔""","""Gî-lân-khiunn""","""宜蘭地區的腔調"""
12253,54842,"""腔口""","""khiunn-kháu""","""腔調"""
12254,54843,"""共棉被舒舒咧。""","""Kā mî-phuē tshu-tshu--leh.""","""把棉被鋪一鋪。"""
12254,54844,"""塗跤先舒一張紙。""","""Thôo-kha sing tshu tsi̍t tiunn tsuá.""","""地板先鋪一張紙。"""
12255,54845,"""香菇""","""hiunn-koo""","""香菇"""
12255,54846,"""草菇""","""tsháu-koo""","""草菇"""
12256,54847,"""生菇""","""senn-koo""","""發霉"""
12257,54848,"""心涼脾土開""","""sim liâng pî-thóo khui""","""指心情輕鬆所以胃口大開"""
12259,54849,"""脾土袂合""","""pî-thóo bē ha̍h""","""水土不服"""
12260,54850,"""聽你的腔口敢若是臺南人。""","""Thiann lí ê khiunn-kháu kánn-ná sī Tâi-lâm-lâng.""","""聽你的腔調好像是臺南人。"""
12263,54851,"""拄著一个菁仔欉，目睭一直掠我金金看。""","""Tú-tio̍h tsi̍t ê tshenn-á-tsâng, ba̍k-tsiu it-ti̍t lia̍h guá kim-kim-khuànn.""","""碰到一個冒失鬼，眼睛直盯著我看。"""
12265,54852,"""食物件食甲脹肚。""","""Tsia̍h mi̍h-kiānn tsia̍h kah tiùnn-tōo.""","""吃東西吃到肚子脹起來。"""
12268,54853,"""我想欲佮你翕相。""","""Guá siūnn-beh kah lí hip-siòng.""","""我想和你拍照。"""
12271,54854,"""脾胃有開""","""pî-uī ū khui""","""指食慾好"""
12274,54855,"""食番薯𠢕脹氣。""","""Tsia̍h han-tsî gâu tiùnn-khì.""","""吃番薯容易脹氣。"""
12278,54856,"""欲睏進前，先去舒被。""","""Beh khùn tsìn-tsîng, sing khì tshu-phuē.""","""要睡之前，先去鋪被子。"""
12279,61243,"""這領是舒被，彼領予你蓋。""","""Tsit niá sī tshu-phuē, hit niá hōo lí kah.""","""這一件是墊被，那一件給你蓋。"""
12281,54857,"""最近的天氣誠翕熱。""","""Tsuè-kīn ê thinn-khì tsiânn hip-jua̍h.""","""最近的天氣很悶熱。"""
12285,54858,"""腌臢錢""","""a-tsa tsînn""","""骯髒錢。比喻黑錢"""
12286,54859,"""菊花""","""kiok-hue""","""菊花"""
12287,54860,"""種菜""","""tsìng tshài""","""種菜"""
12287,54861,"""真濟菜""","""tsin tsē tshài""","""很多菜"""
12288,54862,"""有幾項菜？""","""Ū kuí hāng tshài?""","""有幾道菜？"""
12289,54863,"""食菜""","""tsia̍h-tshài""","""吃素"""
12290,54864,"""鞋底萎去矣，去買一雙新的。""","""Ê-té ui--khì--ah, khì bé tsi̍t siang sin--ê.""","""鞋底磨損了，去買一雙新的。"""
12294,54865,"""𤉙菜心湯。""","""Kûn tshài-sim-thng.""","""煮菜心湯。"""
12295,61242,"""去買一罐菜心來配糜。""","""Khì bé tsi̍t kuàn tshài-sim lâi phuè muê.""","""去買一罐菜心來配稀飯。"""
12315,54866,"""伊佮菜店查某同居，煞染著菜花。""","""I kah tshài-tiàm-tsa-bóo tông-ki, suah jiám-tio̍h tshài-hue.""","""他和妓女同居，竟染上了菜花。"""
12331,54867,"""伊愛食菜蔬，無愛食肉。""","""I ài tsia̍h tshài-se, bô ài tsia̍h bah.""","""他喜歡吃蔬菜，不喜歡吃肉。"""
12341,54868,"""阿媽叫我共食賰的菜收入去菜櫥。""","""A-má kiò guá kā tsia̍h tshun ê tshài siu ji̍p-khì tshài-tû.""","""祖母叫我把吃剩的飯菜收到菜櫃裡去。"""
12344,54869,"""按呢著""","""án-ne tio̍h""","""這樣對"""
12344,54870,"""著啦""","""tio̍h--lah""","""對啦"""
12345,54871,"""著你""","""tio̍h lí""","""輪到你"""
12346,54874,"""著病""","""tio̍h-pēnn""","""得病"""
12346,54875,"""著獎""","""tio̍h-tsióng""","""中獎"""
12347,54876,"""你著知道理。""","""Lí tio̍h tsai tō-lí.""","""你要懂道理。"""
12347,54877,"""著來呢！""","""Tio̍h lâi--neh!""","""要來喔！"""
12348,54872,"""想著你""","""siūnn-tio̍h lí""","""想到你"""
12348,54873,"""拍有著""","""phah ū tio̍h""","""打到了"""
12349,59828,"""想著真怨嘆。""","""Siūnn tio̍h tsin uàn-thàn.""","""想起來就覺得怨恨悲嘆。"""
12350,61239,"""掔著目標""","""khian-tio̍h bo̍k-phiau""","""投中目標"""
12351,61240,"""今仔日哪會遮寒著！""","""Kin-á-ji̍t ná ē tsiah kuânn--tio̍h!""","""今天怎會這麼冷！"""
12351,61241,"""人哪會遮濟著！""","""Lâng ná ē tsiah tsē--tio̍h!""","""怎會這麼多人！"""
12352,54878,"""灶跤著火矣。""","""Tsàu-kha to̍h-hué--ah.""","""廚房著火了。"""
12353,54879,"""電火著矣。""","""Tiān-hué to̍h--ah.""","""燈點亮了。"""
12354,54880,"""身體虛""","""sin-thé hi""","""身體虛弱"""
12355,54881,"""這層是實抑是虛猶毋知，你毋通綴人烏白講。""","""Tsit tsân sī si̍t ia̍h-sī hi iáu m̄ tsai, lí m̄-thang tuè lâng oo-pe̍h kóng.""","""這件事是真是假還不知道，你不要跟著別人亂說。"""
12356,54882,"""衫洗久，料身會虛去。""","""Sann sé kú, liāu-sin ē hi--khì.""","""衣物搓洗久了，布料會變得不緊實。"""
12357,54883,"""踅街""","""se̍h-ke""","""逛街"""
12358,54884,"""對遮裁落去。""","""Tuì tsia tshâi--lo̍h-khì.""","""從這裡剪下去。"""
12359,54885,"""裂一塊仔雞肉來食。""","""Liah tsi̍t-tè-á ke-bah lâi tsia̍h.""","""撕一塊雞肉來吃。"""
12359,54886,"""裂破面""","""liah-phuà-bīn""","""撕破臉"""
12360,54887,"""裂甲遮大空。""","""Li̍h kah tsiah tuā khang.""","""裂得這麼大一個洞。"""
12361,54888,"""裂兩裂去矣。""","""Li̍h nn̄g li̍h--khì--ah.""","""裂開兩道裂痕了。"""
12362,54889,"""你敢知影伊覕佇佗位？""","""Lí kám tsai-iánn i bih tī tó-uī?""","""你知道他躲在哪嗎？"""
12362,54890,"""聽著債主欲揣伊，伊緊走去覕。""","""Thiann-tio̍h tsè-tsú beh tshuē--i, i kín tsáu-khì bih.""","""聽到債主要找他，他急忙躲起來。"""
12363,54891,"""訴不平""","""sòo put-pîng""","""訴說自己被冤枉的實情"""
12367,54892,"""柴傷焦，𠢕著火。""","""Tshâ siunn ta, gâu to̍h-hué.""","""木材太乾燥，容易著火。"""
12370,54893,"""來去街仔買物件！""","""Lâi-khì ke-á bé mi̍h-kiānn!""","""一起上街買東西去！"""
12371,54894,"""叫你莫佇街仔路拍球，你袂曉聽呢？""","""Kiò lí mài tī ke-á-lōo phah-kiû, lí bē-hiáu thiann--nih?""","""叫你不要在街上打球，你聽不懂嗎？"""
12373,54895,"""彼隻狗仔著生驚一直吠。""","""Hit tsiah káu-á tio̍h-tshenn-kiann it-ti̍t puī.""","""那隻狗受驚嚇一直吠叫。"""
12376,54896,"""伊飼的雞仔攏著災死了了。""","""I tshī ê ke-á lóng tio̍h-tse sí-liáu-liáu.""","""他養的雞都感染瘟疫死光光。"""
12377,54897,"""這聲慘矣，予你害一下連我嘛著災矣。""","""Tsit-siann tshám--ah, hōo lí hāi tsi̍t-ē liân guá mā tio̍h-tse--ah.""","""這下慘了，被你害得連我都遭殃了。"""
12378,54898,"""中醫診所""","""tiong-i tsín-sóo""","""中醫診所"""
12381,54899,"""伊那食物件那講話，無細膩煞著咳嗾。""","""I ná tsia̍h mi̍h-kiānn ná kóng-uē, bô-sè-jī suah tio̍h-ka-tsa̍k.""","""他邊吃東西邊講話，不小心就嗆到了。"""
12382,54900,"""寬寬仔是，免著急。""","""Khuann-khuann-á-sī, bián tio̍h-kip.""","""慢慢來，別著急。"""
12385,54901,"""伊的穿插真著時。""","""I ê tshīng-tshah tsin tio̍h-sî.""","""他的穿著打扮很符合時宜。"""
12386,54902,"""西瓜著愛著時才會好食。""","""Si-kue tio̍h-ài tio̍h-sî tsiah ē hó-tsia̍h.""","""西瓜要當季出產的才好吃。"""
12387,54903,"""這禮拜天氣轉寒，有真濟人著病。""","""Tsit lé-pài thinn-khì tńg-kuânn, ū tsin tsē lâng tio̍h-pēnn.""","""這禮拜天氣變冷，有很多人生病。"""
12388,54904,"""干焦共伊講兩句仔，伊就閣開始咧覕喙矣。""","""Kan-na kā i kóng--nn̄g-kù-á, i tō koh khai-sí teh bih-tshuì--ah.""","""只不過責備了他幾句話，他就又開始抿嘴想哭了。"""
12389,54905,"""以前遐衛生無好，有真濟人著寒熱仔。""","""Í-tsîng hia uē-sing bô hó, ū tsin tsē lâng tio̍h kuânn-jia̍t-á.""","""以前那裡衛生不好，有很多人得瘧疾。"""
12390,54906,"""你是咧著猴是無？""","""Lí sī teh tio̍h-kâu sī--bô?""","""你是在發神經嗎？"""
12394,54907,"""做人毋通傷虛華。""","""Tsò-lâng m̄-thang siunn hi-hua.""","""做人不要太不切實際。"""
12395,54908,"""共你講這領褲傷絚你毋信，這馬裂開矣啦。""","""Kā lí kóng tsit niá khòo siunn ân lí m̄ sìn, tsit-má li̍h--khui--ah--lah.""","""跟你說這件褲子太緊你不相信，現在裂開了啦。"""
12396,54909,"""伊予人拍著傷，這馬猶閣倒佇病院。""","""I hōo lâng phah tio̍h-siong, tsit-má iáu-koh tó tī pēnn-īnn.""","""他被人打傷，現在還躺在醫院裡。"""
12397,54910,"""彼間厝定定著賊偷。""","""Hit king tshù tiānn-tiānn tio̍h-tsha̍t-thau.""","""那間房子常常遭小偷。"""
12398,54911,"""伊佇戰爭的時著銃。""","""I tī tsiàn-tsing ê sî tio̍h-tshìng.""","""他在戰爭的時候中彈。"""
12400,54912,"""工課若著頭，就會真順序。""","""Khang-khuè nā tio̍h-thâu, tō ē tsin sūn-sī.""","""工作如果抓對方向，就會很順手。"""
12400,54913,"""你車駛這向敢著頭？""","""Lí tshia sái tsit hiòng kám tio̍h-thâu?""","""你行駛的方向對嗎？"""
12401,54914,"""上街頭""","""tsiūnn ke-thâu""","""走上街頭。指群眾運動。"""
12402,54915,"""蛟龍泅魚池""","""kau-liông siû hî-tî""","""喻有大志者暫時蟄伏，總有出頭的一天"""
12407,54916,"""伊種的果子攏著蟲。""","""I tsìng ê kué-tsí lóng tio̍h-thâng.""","""他種的水果都遭蟲害。"""
12408,54917,"""你雄雄喝一聲，囡仔煞著驚！""","""Lí hiông-hiông huah tsi̍t siann, gín-á suah tio̍h-kiann!""","""你突然叫了一聲，孩子被嚇到了！"""
12409,54918,"""較早的人相信人的命出世就註好矣。""","""Khah-tsá ê lâng siong-sìn lâng ê miā tshut-sì tō tsù-hó--ah.""","""以前的人相信命運是生下來就註定好的。"""
12410,54919,"""註解""","""tsù-kái""","""註解"""
12411,54920,"""伊串做攏是顧人怨的代誌，莫怪予人詈甲無一塊好。""","""I tshuàn-tsò lóng sī kòo-lâng-uàn ê tāi-tsì, bo̍k-kuài hōo lâng lé kah bô tsi̍t tè hó.""","""他老是做惹人怨的事，難怪被罵得一無是處。"""
12412,54921,"""請你評看啥人較有理。""","""Tshiánn lí phîng khuànn siánn-lâng khah ū lí.""","""請你評斷看看誰比較有道理。"""
12413,54922,"""詞語""","""sû-gí""","""詞語"""
12413,54923,"""致詞""","""tì-sû""","""致詞"""
12415,54924,"""象是陸地上上大隻的動物。""","""Tshiūnn sī lio̍k-tē-siōng siōng tuā tsiah ê tōng-bu̍t.""","""象是陸地上最大的動物。"""
12417,54925,"""貯物件""","""té mi̍h-kiānn""","""裝東西"""
12417,54926,"""貯會落""","""té ē lo̍h""","""裝得下"""
12417,54927,"""貯湯""","""té thng""","""盛湯"""
12418,54928,"""這遮貴，莫買啦！""","""Tse tsiah kuì, mài bé--lah!""","""這個這麼貴，不要買啦！"""
12419,54929,"""貴姓""","""kuì-sènn""","""貴姓"""
12419,54930,"""貴公司""","""kuì kong-si""","""貴公司"""
12420,54931,"""人無應該分貴賤。""","""Lâng bô ing-kai hun kuì-tsiān.""","""人不應該分貴賤。"""
12421,54932,"""校長予人貶去做老師。""","""Hāu-tiúnn hōo lâng pián-khì tsò lāu-su.""","""校長被人貶去當老師。"""
12422,54933,"""褒貶""","""po-pián""","""褒貶"""
12423,54934,"""我欲買衫。""","""Guá beh bé sann.""","""我要買衣服。"""
12424,54935,"""招兵買馬""","""tsiau ping mái má""","""招兵買馬"""
12425,54936,"""貺紅卵""","""hīng âng-nn̄g""","""送紅蛋"""
12425,54937,"""貺油飯""","""hīng iû-pn̄g""","""送油飯"""
12426,54938,"""費心神""","""huì sim-sîn""","""費神"""
12427,54939,"""餐費""","""tshan-huì""","""餐費"""
12427,54940,"""入場費""","""ji̍p-tiûnn-huì""","""入場費"""
12428,54941,"""你共這張相貼佇壁頂。""","""Lí kā tsit tiunn siòng tah tī piah-tíng.""","""你把這張照片貼在牆上。"""
12429,54942,"""伊讀大學佇外口稅厝，提錢貼厝主蹛𪜶遐食飯。""","""I tha̍k tāi-ha̍k tī guā-kháu suè-tshù, the̍h tsînn thiap tshù-tsú tuà in hia tsia̍h-pn̄g.""","""他讀大學在外租屋時，貼錢給房東在房東家搭伙。"""
12430,61237,"""這批貨我攏貿矣。""","""Tsit phue huè guá lóng bāu--ah.""","""這批貨我全部包了。"""
12430,61238,"""遮的你總貿，我算你較俗。""","""Tsia--ê lí tsóng-bāu, guá sǹg lí khah sio̍k.""","""這些你全買，我算你便宜一點。"""
12431,54943,"""水電的工程貿予張的做。""","""Tsuí-tiān ê kang-tîng bāu hōo Tiunn--ê tsò.""","""水電工程包給姓張的做。"""
12431,54944,"""貿工事""","""bāu kang-sū""","""包攬工事"""
12432,54945,"""趁大錢""","""thàn-tuā-tsînn""","""賺大錢"""
12432,54946,"""真好趁""","""tsin hó thàn""","""很好賺"""
12433,54947,"""趁這馬緊去。""","""Thàn tsit-má kín khì.""","""趁現在趕快去。"""
12434,54948,"""閹雞趁鳳飛。""","""Iam-ke thàn hōng pue.""","""閹雞隨鳳飛。比喻如同東施效顰一樣不自量力地想模仿別人。"""
12435,54949,"""越頭""","""ua̍t-thâu""","""回頭"""
12435,54950,"""越轉身""","""ua̍t-tńg-sin""","""轉身"""
12435,54951,"""越來越去""","""ua̍t lâi ua̍t khì""","""轉來轉去、東張西望"""
12436,61235,"""超越""","""tshiau-ua̍t""","""超越"""
12436,61236,"""優越""","""iu-ua̍t""","""優越"""
12438,54952,"""你做你放心，時到一定有貴人會出現。""","""Lí tsò lí hòng-sim, sî kàu it-tīng ū kuì-jîn ē tshut-hiān.""","""你儘管放心，到時候一定有貴人會出現。"""
12441,54953,"""伊佮我上貼心。""","""I kah guá siōng tah-sim.""","""他和我最知心。"""
12443,54954,"""開學進前愛會記得註冊。""","""Khai-ha̍k tsìn-tsîng ài ē-kì-tit tsù-tsheh.""","""開學之前要記得註冊。"""
12446,54955,"""做公親，貼本。""","""Tsò kong-tshin, thiap-pún.""","""為人仲裁還貼錢。比喻賠了夫人又折兵。"""
12451,54956,"""伊相信人的命運早就註好好矣。""","""I siong-sìn lâng ê miā-ūn tsá tō tsù-hó-hó--ah.""","""他相信人的命運早就註定好了。"""
12452,54957,"""未註生，先註死。""","""Buē tsù-senn, sing tsù-sí.""","""在出生前，就已經註定死亡的日子。比喻生死早有註定。"""
12453,54958,"""伊佇半路仔註死去拄著債主。""","""I tī puànn-lōo-á tsù-sí khì tú-tio̍h tsè-tsú.""","""他在路上湊巧遇見債權人。"""
12454,54959,"""偷提物件予警察掠著，有夠註死！""","""Thau-the̍h mi̍h-kiānn hōo kíng-tshat lia̍h--tio̍h, ū-kàu tsù-sí!""","""偷東西被警察抓到，有夠倒楣！"""
12455,54960,"""你免佮伊講遐濟，伊早就予人買收去矣。""","""Lí bián kah i kóng hiah tsē, i tsá tō hōo lâng bé-siu--khì--ah.""","""你不必跟他說那麼多，他早就被收買了。"""
12456,54961,"""你趁早去趁早轉來，較袂共人傷齪嘈。""","""Lí thàn-tsá khì thàn-tsá tńg--lâi, khah bē kā lâng siunn tsak-tsō.""","""你趕快去趕快回來，才不會太過打擾人家。"""
12458,54962,"""趁是趁私奇，食是食阿爹。""","""Thàn sī thàn-sai-khia, tsia̍h sī tsia̍h a-tia.""","""賺的自己存做私房錢，一切開銷都用老爸的。指富家子女的優渥生活條件；又可指人的自私自利。"""
12459,54963,"""買命喔，車欲開矣，伊猶毋來。""","""Bé-miā--ooh, tshia beh khui--ah, i iáu m̄ lâi.""","""真要命喲，車都要開了，他到現在還不出現。"""
12460,54964,"""姻緣天註定""","""in-iân thinn tsù-tiānn""","""姻緣由天命定"""
12461,54965,"""我已經輸甲貼底矣。""","""Guá í-king su kah tah-té--ah.""","""我已經輸到底了。"""
12462,54966,"""請問貴庚？""","""Tshiánn-mn̄g kuì-kenn?""","""請問你今年幾歲？"""
12466,54967,"""拋魚著趁流水。""","""Pha-hî tio̍h thàn-lâu-tsuí.""","""網魚要看時機。"""
12467,54968,"""貴重的物件愛囥予伊好。""","""Kuì-tiōng ê mi̍h-kiānn ài khǹg hōo i hó.""","""寶貴的東西要存放好。"""
12468,54969,"""你好跤好手，哪會無欲去外面趁食？""","""Lí hó kha hó tshiú, ná ē bô beh khì guā-bīn thàn-tsia̍h?""","""你四肢健全，怎麼不去外面賺錢過活？"""
12469,54970,"""查某人去趁食，會予人笑。""","""Tsa-bóo-lâng khì thàn-tsia̍h, ē hōo lâng tshiò.""","""女人去賣淫為生，會被人取笑。"""
12474,54971,"""天然的璇石無濟又閣歹挖，所以真貴氣。""","""Thian-jiân ê suān-tsio̍h bô tsē iū-koh pháinn óo, sóo-í tsin kuì-khì.""","""天然的鑽石不多又難開採，所以很珍貴。"""
12475,54972,"""這款蘭花真貴氣，無好種。""","""Tsit khuán lân-hue tsin kuì-khì, bô hó tsìng.""","""這種蘭花帶貴氣，很不容易培育。"""
12476,54973,"""按呢較費氣，你閣想看有別種方法無？""","""Án-ne khah huì-khì, lí koh siūnn khuànn ū pa̍t tsióng hong-huat--bô?""","""這樣比較麻煩，你再想一想是否有其他辦法？"""
12477,54974,"""這件代誌費氣費觸。""","""Tsit kiānn tāi-tsì huì-khì-huì-tak.""","""這件事情很麻煩。"""
12478,54975,"""我家己想辦法，毋免你費神。""","""Guá ka-kī siūnn pān-huat, m̄-bián lí huì-sîn.""","""我自己想辦法，不用你花費精神。"""
12479,54976,"""超級市場""","""tshiau-kip tshī-tiûnn""","""超級市場"""
12480,54977,"""這款貴參參的物件你曷買會落去！""","""Tsit khuán kuì-som-som ê mi̍h-kiānn lí a̍h bé ē lo̍h--khì!""","""這種這麼昂貴的東西你也買！"""
12483,54978,"""欲坐車愛先買票。""","""Beh tsē tshia ài sing bé phiò.""","""坐車要先購票。"""
12487,54979,"""輸甲貼貼""","""su kah tah-tah""","""全輸光了"""
12488,54980,"""一工貼貼""","""tsi̍t kang tah-tah""","""整整一天"""
12489,54981,"""我來捀碗共你貯飯，你閣小等一下。""","""Guá lâi phâng uánn kā lí té-pn̄g, lí koh sió-tán--tsi̍t-ē.""","""我來端碗幫你盛飯，你再稍等一會兒。"""
12490,54982,"""你共這篇文章註解一下好無？""","""Lí kā tsit phinn bûn-tsiong tsù-kái--tsi̍t-ē hó--bô?""","""你將這篇文章做些註釋好嗎？"""
12493,54983,"""你罵伊是趁食查某，按呢傷超過啦！""","""Lí mē i sī thàn-tsia̍h-tsa-bóo, án-ne siunn tshiau-kuè--lah!""","""你罵他是妓女，這樣太過分了！"""
12497,54984,"""買賣算分，相請無論。""","""Bé-bē sǹg hun, sio-tshiánn bô lūn.""","""買賣歸買賣，請客歸請客。生意與人情不能相混。"""
12497,54985,"""做買賣""","""tsò bé-bē""","""做買賣"""
12499,54986,"""趁燒緊食，冷去就無好食矣。""","""Thàn sio kín tsia̍h, líng--khì tō bô hó-tsia̍h--ah.""","""趁熱快吃，冷掉就不好吃了。"""
12500,54987,"""你一工到暗干焦想欲趁錢，身體攏袂曉小顧一下。""","""Lí tsi̍t-kang-kàu-àm kan-na siūnn-beh thàn-tsînn, sin-thé lóng bē-hiáu sió kòo--tsi̍t-ē.""","""你一天到晚只想要賺錢，身體都不會稍微照顧一下。"""
12502,54988,"""我越頭才看著伊徛佇後壁。""","""Guá ua̍t-thâu tsiah khuànn-tio̍h i khiā tī āu-piah.""","""我回頭才看到他站在後面。"""
12503,54989,"""這囥佇遮，越頭才來提。""","""Tse khǹg tī tsia, ua̍t-thâu tsiah lâi the̍h.""","""這東西放在這裡，待會兒再來拿。"""
12504,54990,"""伊一下受氣，越頭做伊行出去。""","""I tsi̍t-ē siū-khì, ua̍t-thâu tsò i kiânn--tshut-khì.""","""他一生氣，掉頭就走了。"""
12505,54991,"""跋一倒""","""pua̍h tsi̍t tó""","""跌一跤"""
12505,54992,"""跋落""","""pua̍h--lo̍h""","""跌落"""
12506,54993,"""家伙跋了了。""","""Ke-hué pua̍h-liáu-liáu.""","""家當賭博輸光了。"""
12506,54994,"""跋感情""","""pua̍h-kám-tsîng""","""賭感情。指像下賭注般地投入感情。"""
12507,61233,"""跋看有桮無？""","""Pua̍h khuànn ū pue--bô?""","""擲一下杯筊，看神明同意否？"""
12507,61234,"""跋無象桮。""","""Pua̍h bô siūnn-pue.""","""擲杯筊結果，神明不同意。"""
