semantics_id,sentence_id,hanji,lomaji,mandarin
1,45549,"""一蕊花""","""tsi̍t luí hue""","""一朵花"""
2,45550,"""紅嬰仔哭甲一身軀汗。""","""Âng-enn-á khàu kah tsi̍t sin-khu kuānn.""","""小嬰兒哭得滿身大汗。"""
3,61001,"""一睏仔""","""tsi̍t-khùn-á""","""一下子"""
3,61002,"""一絲仔""","""tsi̍t-si-á""","""一點點"""
5,45551,"""一流""","""it-liû""","""一流"""
6,45552,"""𪜶兩个生做一模一樣。""","""In nn̄g ê senn-tsò it-bôo-it-iūnn.""","""他們兩個長得一模一樣。"""
7,45553,"""一生""","""it-sing""","""一生"""
7,45554,"""一向""","""it-hiòng""","""一向"""
8,45555,"""𪜶兩兄弟仔為著拚生理，就按呢一刀兩斷無來去。""","""In nn̄g hiann-tī-á uī-tio̍h piànn-sing-lí, tō án-ne it-to-lióng-tuān bô lâi-khì.""","""他們兄弟倆為了拚生意，就這樣斷絕關係，不相往來。"""
9,45556,"""小等一下。""","""Sió-tán--tsi̍t-ē.""","""稍等一會兒。"""
10,45557,"""老母一下死，囡仔就大聲吼。""","""Lāu-bú tsi̍t-ē sí, gín-á tō tuā-siann háu.""","""媽媽一死，小孩子就大聲的哭。"""
11,45558,"""氣一下袂講話。""","""Khì tsi̍t-ē bē kóng-uē.""","""氣得說不出話來。"""
12,45559,"""你一月日趁偌濟錢？""","""Lí tsi̍t gue̍h-ji̍t thàn guā-tsē tsînn?""","""你一個月賺多少錢？"""
13,45560,"""你毋好一日到暗拋拋走。""","""Lí m̄-hó tsi̍t-ji̍t-kàu-àm pha-pha-tsáu.""","""你不要一天到晚四處亂跑。"""
14,45561,"""我一世人毋捌做過對不起別人的代誌。""","""Guá tsi̍t-sì-lâng m̄ bat tsò-kuè tuì-put-khí pa̍t-lâng ê tāi-tsì.""","""我一輩子不曾做過對不起他人的事。"""
15,45562,"""買果子的錢，一人愛出一半。""","""Bé kué-tsí ê tsînn, tsi̍t lâng ài tshut tsi̍t-puànn.""","""買水果的錢，一人要出一半。"""
16,45563,"""塗跤一半擺仔無拭，袂偌垃圾啦！""","""Thôo-kha tsi̍t-puànn-pái-á bô tshit, bē guā lah-sap--lah!""","""地板一兩次沒擦，不會多髒啦！"""
17,45564,"""有一半个仔人客真𠢕嫌東嫌西。""","""Ū tsi̍t-puànn-ê-á lâng-kheh tsin gâu hiâm-tang-hiâm-sai.""","""有一兩個客人很會嫌東嫌西。"""
18,45565,"""頭家人真好，我一半日仔無去，伊嘛袂按怎。""","""Thâu-ke lâng tsin hó, guá tsi̍t-puànn-ji̍t-á bô khì, i mā bē án-tsuánn.""","""老闆人真好，我一兩天沒去，他也不會怎樣。"""
19,45566,"""物件毋通掖甲一四界。""","""Mi̍h-kiānn m̄-thang iā kah tsi̍t-sì-kè.""","""東西不要撒得滿地都是。"""
20,45567,"""一旦地動，彼間厝就會倒。""","""It-tàn tē-tāng, hit king tshù tō ē tó.""","""一旦地震，那間房子就會倒。"""
21,45568,"""毀於一旦""","""huí î it-tàn""","""毀於一旦"""
22,45569,"""你毋通放蕩過一生。""","""Lí m̄-thang hòng-tōng kuè it-sing.""","""你不要放蕩過一生。"""
22,65107,"""做教授是我一生的願望。""","""Tsò kàu-siū sī guá it-sing ê guān-bōng.""","""當教授是我一生的願望。"""
24,45571,"""對阮厝到公司，行路一目𥍉仔就到矣。""","""Tuì guán tshù kàu kong-si, kiânn-lōo tsi̍t-ba̍k-nih-á tō kàu--ah.""","""從我家裡到公司，走路只要一眨眼的時間就可以到了。"""
24,45572,"""一目𥍉仔大學四年就過去矣。""","""Tsi̍t-ba̍k-nih-á tāi-ha̍k sì nî tō kuè--khì--ah.""","""一轉眼大學四年就過去了。"""
27,45573,"""一來我無時間，二來我無興趣，所以我無欲參加。""","""It--lâi guá bô sî-kan, jī--lâi guá bô hìng-tshù, sóo-í guá bô beh tsham-ka.""","""一來我沒時間，二來我沒興趣，所以我沒有要參加。"""
28,45574,"""你講過的話，一定愛會記得。""","""Lí kóng--kuè ê uē, it-tīng ài ē-kì--tit.""","""你說過的話一定要記得。"""
29,45575,"""伊食飯攏無一定的時間。""","""I tsiah-pn̄g lóng bô it-tīng ê sî-kan.""","""他吃飯時間不固定。"""
30,45576,"""一直向前行，毋免轉斡。""","""It-ti̍t hiòng-tsiân kiânn, m̄-bián tńg-uat.""","""一直向前走過去，不用轉彎。"""
31,45577,"""阿美一直咧掃塗跤，攏無歇睏。""","""A-bí it-ti̍t teh sàu thôo-kha, lóng bô hioh-khùn.""","""阿美一直在掃地，都沒有休息。"""
32,45578,"""伊對伊的學生一律攏真嚴格。""","""I tuì i ê ha̍k-sing it-lu̍t lóng tsin giâm-keh.""","""他對他的學生一律都很嚴格。"""
33,45579,"""伊佮我的看法並無一致。""","""I kah guá ê khuànn-huat pīng bô it-tì.""","""他跟我的看法並不一致。"""
34,45580,"""伊一面做工，一面讀冊。""","""I tsi̍t-bīn tsò-kang, tsi̍t-bīn tha̍k-tsheh.""","""他一邊工作，一邊讀書。"""
35,45581,"""一面抹壁雙面光。""","""Tsi̍t-bīn buah-piah siang-bīn kng.""","""用抹刀抹牆壁，不但牆壁光滑，連抹刀也光滑。形容人很會做人，雙方面都能討好。"""
37,45582,"""伊食一屑仔飯爾爾。""","""I tsia̍h tsi̍t-sut-á pn̄g niā-niā.""","""他吃一點點飯而已。"""
38,45583,"""𪜶一家伙仔對人攏真客氣。""","""In tsi̍t-ke-hué-á tuì lâng lóng tsin kheh-khì.""","""他們一家子對人都很客氣。"""
39,45584,"""一般人攏真愛面子。""","""It-puann lâng lóng tsin ài bīn-tsú.""","""一般人都很愛面子。"""
40,45585,"""這擺欲替伊開刀的醫生攏是一粒一的。""","""Tsit pái beh thè i khui-to ê i-sing lóng sī it-lia̍p-it--ê.""","""這次為他開刀的醫生都是最好的。"""
41,45586,"""阿英佮我是一粒一的好朋友。""","""A-ing kah guá sī it-lia̍p-it ê hó-pîng-iú.""","""阿英和我是最要好的朋友。"""
42,45587,"""伊跤手真緊，穡頭一睏仔就做了矣。""","""I kha-tshiú tsin kín, sit-thâu tsi̍t-khùn-á tō tsò-liáu--ah.""","""他的動作真快，工作一下子就做完了。"""
43,45588,"""遮的物件伊做一睏仔共伊食了。""","""Tsia ê mi̍h-kiānn i tsò tsi̍t-khùn-á kā i tsia̍h-liáu.""","""這裡的東西他一口氣把它吃完。"""
44,45589,"""眾人的意見伊一概反對。""","""Tsìng-lâng ê ì-kiàn i it-khài huán-tuì.""","""眾人的意見他一概反對。"""
45,45590,"""祝恁一路平安。""","""Tsiok lín tsi̍t-lōo pîng-an.""","""祝福你們一路平安。"""
46,45591,"""加減食一寡。""","""Ke-kiám tsia̍h--tsi̍t-kuá.""","""多少吃一點。"""
47,45592,"""猶有一寡仔物件無整理。""","""Iáu-ū tsi̍t-kuá-á mi̍h-kiānn bô tsíng-lí.""","""還有一些東西沒整理。"""
48,45593,"""藥仔食落去，到今一對時矣。""","""Io̍h-á tsia̍h--lo̍h-khì, kàu-tann tsi̍t tuì-sî--ah.""","""藥吃下，到現在二十四小時了。"""
49,45594,"""伊來一霎仔久就轉去矣。""","""I lâi tsi̍t-tiap-á-kú tō tńg--khì--ah.""","""他來一下子就回去了。"""
50,45595,"""你才食一點仔物件哪會飽？""","""Lí tsiah tsia̍h tsi̍t-tiám-á mi̍h-kiānn ná ē pá?""","""你才吃一點點東西怎麼會飽？"""
54,45596,"""甲乙丙丁""","""kah it piánn ting""","""甲乙丙丁"""
55,45597,"""乙等""","""it tíng""","""乙等"""
56,45598,"""甲乙丙丁""","""kah it piánn ting""","""甲乙丙丁"""
57,45599,"""出丁""","""tshut-ting""","""生男孩子"""
59,45600,"""七个人""","""tshit ê lâng""","""七個人"""
60,45601,"""七老八老""","""tshit-lāu-peh-lāu""","""強調很老"""
60,45602,"""七除八扣""","""tshit-tû-peh-khàu""","""計算時一再折扣，自總數中盡量減除。"""
63,45603,"""十喙九尻川。""","""Tsa̍p tshuì káu kha-tshng.""","""形容人多嘴雜。"""
64,45604,"""三教九流""","""sam-kàu-kiú-liû""","""三教九流"""
65,45605,"""飯食了才食果子。""","""Pn̄g tsia̍h-liáu tsiah tsia̍h kué-tsí.""","""飯吃完再吃水果。"""
66,45606,"""了解""","""liáu-kái""","""了解"""
67,45607,"""了力""","""liáu-la̍t""","""白費力氣"""
67,45608,"""了工""","""liáu-kang""","""白費功夫"""
68,45609,"""了錢生理無人做。""","""Liáu-tsînn sing-lí bô lâng tsò.""","""賠錢生意沒人做。"""
69,45610,"""講了真清楚。""","""Kóng liáu tsin tshing-tshó.""","""說得很清楚。"""
69,45611,"""洗了無清氣。""","""Sé liáu bô tshing-khì.""","""洗得不乾淨。"""
70,45612,"""第二""","""tē-jī""","""第二"""
71,45613,"""人類""","""jîn-luī""","""人類"""
72,45614,"""人情""","""jîn-tsîng""","""人情"""
72,45615,"""人事""","""jîn-sū""","""人事"""
73,45616,"""聖人""","""sìng-jîn""","""聖人"""
73,45617,"""軍人""","""kun-jîn""","""軍人"""
74,45618,"""做牛著拖，做人著磨。""","""Tsò gû tio̍h thua, tsò lâng tio̍h buâ.""","""做牛得要拖犁耕田，做人得受生活的折磨。"""
75,45619,"""莫共人講！""","""Mài kā lâng kóng!""","""不要跟別人說！"""
75,45620,"""予人看無""","""hōo lâng khuànn-bô""","""讓別人瞧不起"""
76,45621,"""好人""","""hó-lâng""","""好人"""
76,45622,"""讀冊人""","""tha̍k-tsheh-lâng""","""讀書人"""
76,45623,"""中人""","""tiong-lâng""","""仲介者"""
77,45624,"""人毋管啦！""","""Lâng m̄-kuán--lah!""","""我不管啦！"""
78,45625,"""伊人真好。""","""I lâng tsin hó.""","""他待人很好。"""
78,45626,"""人無爽快""","""lâng bô sóng-khuài""","""身體不舒服"""
79,45627,"""入去""","""ji̍p--khì""","""進去"""
79,45628,"""入來""","""ji̍p--lâi""","""進來"""
80,45629,"""入被""","""ji̍p phuē""","""把被子裝進被套裡"""
81,45630,"""收入""","""siu-ji̍p""","""收入"""
81,45631,"""入數""","""ji̍p siàu""","""入帳"""
82,45632,"""三八婦女節""","""Sam-pat Hū-lí-tseh""","""三八婦女節"""
83,45633,"""八个人""","""peh ê lâng""","""八個人"""
84,45634,"""鉸刀""","""ka-to""","""剪刀"""
85,45635,"""伊昨暝去予人刣幾若刀。""","""I tsa-mê khì hōo lâng thâi kuí-nā to.""","""他昨晚被人砍了好幾刀。"""
86,45636,"""伊欲買一刀紙。""","""I beh bé tsi̍t to tsuá.""","""他想買一刀紙。"""
87,45637,"""𪜶頭家真𠢕共人刁。""","""In thâu-ke tsin gâu kā lâng tiau.""","""他們的老闆很會為難人。"""
88,45638,"""刁故意""","""tiau-kòo-ì""","""故意"""
88,45639,"""刁工""","""tiau-kang""","""故意"""
89,45640,"""無力""","""bô-la̍t""","""沒有力氣"""
89,45641,"""氣力""","""khuì-la̍t""","""力氣"""
90,45642,"""力量""","""li̍k-liōng""","""力量"""
91,45643,"""財力""","""tsâi-li̍k""","""財力"""
91,45644,"""兵力""","""ping-li̍k""","""兵力"""
92,45645,"""十个人""","""tsa̍p ê lâng""","""十個人"""
93,45646,"""十喙九尻川""","""tsa̍p-tshuì káu kha-tshng""","""人多嘴雜"""
94,45647,"""十五音""","""si̍p-ngóo-im""","""十五音"""
94,45648,"""十八仔""","""si̍p-pat-á""","""骰子"""
95,45649,"""十全十美""","""si̍p-tsuân-si̍p-bí""","""十分的完美"""
96,61003,"""十字路""","""si̍p-jī-lōo""","""十字路口"""
96,61004,"""紅十字會""","""Âng-si̍p-jī-huē""","""國際救援組織"""
97,45650,"""卜看覓咧！""","""Poh khuànn-māi--leh!""","""試試看囉！"""
98,45651,"""我來卜一下仔卦咧。""","""Guá lâi pok tsi̍t-ē-á kuà--leh.""","""我來卜一下卦。"""
99,45652,"""食又欲食，穡又毋做，真害！""","""Tsia̍h iū beh tsia̍h, sit iū m̄ tsò, tsin hāi!""","""吃又要吃，工作又不肯做，真糟糕！"""
101,45653,"""鳥鼠予貓掠了了矣。""","""Niáu-tshí hōo niau lia̍h-liáu-liáu--ah.""","""老鼠被貓抓光光了。"""
102,45654,"""這个袂使，彼个毋通，全你的意見了了。""","""Tsit ê bē-sái, hit ê m̄-thang, tsuân lí ê ì-kiàn--liáu-liáu.""","""這個不行，那個不可以，你的意見真多。"""
103,45655,"""恁新婦人人呵咾。""","""Lín sin-pū lâng-lâng o-ló.""","""你媳婦人人稱讚。"""
104,45656,"""十二分的感謝""","""tsa̍p-jī-hun ê kám-siā""","""萬分感謝"""
106,45657,"""時機誠䆀，害我十二生相變透透嘛變無撚。""","""Sî-ki tsiânn bái, hāi guá tsa̍p-jī senn-siùnn piàn-thàu-thàu mā piàn-bô-lián.""","""時機很不好，害我各種行業都做過了也沒輒。比喻一直換工作都沒出路。"""
108,45658,"""二九暝家家戶戶攏咧圍爐。""","""Jī-káu-mê ke-ke-hōo-hōo lóng teh uî-lôo.""","""農曆新年除夕晚上家家戶戶都在圍爐。"""
110,45659,"""查某囡仔十八變。""","""Tsa-bóo gín-á tsa̍p-peh-piàn.""","""女大十八變。"""
112,45660,"""了工閣蝕本。""","""Liáu-kang koh si̍h-pún.""","""白費工夫又賠錢。比喻賠了夫人又折兵。"""
113,45661,"""割稻仔的人工愈濟就愈緊割了。""","""Kuah-tiū-á ê lâng-kang jú tsē tō jú kín kuah-liáu.""","""越多人割稻就越快完工。"""
114,45662,"""臺灣現此時的人工真貴。""","""Tâi-uân hiān-tshú-sî ê lâng-kang tsin kuì.""","""臺灣現在的工資很貴。"""
115,45663,"""恁囝婿的人才生做袂䆀。""","""Lín kiánn-sài ê lâng-tsâi senn-tsò bē-bái.""","""你女婿外表長得不錯。"""
116,45664,"""入土為安""","""ji̍p-thóo uî an""","""入土為安"""
117,45665,"""我刁工來看你。""","""Guá thiau-kang lâi khuànn--lí.""","""我專程來看你。"""
118,45666,"""你愈講，伊愈刁工。""","""Lí jú kóng, i jú thiau-kang.""","""你越說，他越是故意和你唱反調。"""
119,45667,"""算命的講，人中長的人較長歲壽。""","""Sǹg-miā--ê kóng, jîn-tiong tn̂g ê lâng khah tn̂g-huè-siū.""","""算命的說，人中長的人壽命比較長。"""
120,45668,"""人有七孔。""","""Lâng ū tshit-khóng.""","""人有七竅。"""
122,45669,"""伊是二手，毋是頭手。""","""I sī jī-tshiú, m̄ sī thâu-tshiú.""","""他是助手，不是師傅。"""
123,45670,"""物件買二手的較俗。""","""Mi̍h-kiānn bé jī-tshiú--ê khah sio̍k.""","""東西買中古的比較便宜。"""
125,45671,"""八仙綵""","""pat-sian-tshái""","""繡有八仙的紅彩，在喜慶時掛在門楣上"""
129,45672,"""你莫共伊刁古董。""","""Lí mài kā i tiau-kóo-tóng.""","""你不要為難他。"""
130,45673,"""伊一禮拜至少愛賣三百个，才袂了本。""","""I tsi̍t lé-pài tsì-tsió ài bē sann-pah ê, tsiah bē liáu-pún.""","""他一星期至少要賣三百個，才不會虧本。"""
132,45674,"""人生短短仔""","""jîn-sing té-té--á""","""人生苦短"""
133,45675,"""刀石提來磨刀仔。""","""To-tsio̍h the̍h-lâi buâ to-á.""","""磨刀石拿來磨刀子。"""
134,45676,"""媠，媠無十全；䆀，䆀無加圇。""","""Suí, suí bô tsa̍p-tsn̂g; bái, bái bô ka-nn̂g.""","""人不會是十全十美的。"""
135,45677,"""十全大補湯""","""si̍p-tsuân tāi póo-thng""","""合人參、白朮、茯苓、甘草、熟地、白芍、當歸、川芎、黃茋、肉桂等十種藥材的補藥。"""
136,45678,"""十全十美""","""si̍p-tsuân-si̍p-bí""","""十全十美"""
137,45679,"""算命仙的講𪜶兩人的八字袂合。""","""Sǹg-miā sian--ê kóng in nn̄g lâng ê peh-jī bē ha̍h.""","""算命先生說他們兩人的八字不合。"""
143,45680,"""七早八早，你就想欲歇睏？""","""Tshit-tsá-peh-tsá, lí tō siūnn-beh hioh-khùn?""","""時間還早，你就想休息？"""
144,45681,"""你講閣較濟伊嘛聽袂入耳。""","""Lí kóng koh-khah tsē i mā thiann bē ji̍p-ní.""","""你說再多他也聽不進去。"""
146,45682,"""食甲七老八老矣，猶閣毋認老。""","""Tsia̍h kah tshit-lāu-peh-lāu--ah, iáu-koh m̄ jīn-lāu.""","""活到七老八十了，還不認老。"""
147,45683,"""你著較拍拚咧，毋通做了尾仔囝。""","""Lí tio̍h khah phah-piànn--leh, m̄-thang tsò liáu-bué-á-kiánn.""","""你要更努力一點，不要做敗家子。"""
148,45684,"""講著種花伊閣有二步七仔！""","""Kóng-tio̍h tsìng hue i koh ū--jī-pōo-tshit-á!""","""說到種花他還有點能耐！"""
150,45685,"""睏飽了後，氣力十足。""","""Khùn-pá liáu-āu, khuì-la̍t tsa̍p-tsiok.""","""一覺睡醒之後，全身都充滿了活力。"""
151,45686,"""九芎仔柴""","""kiú-kiong-á-tshâ""","""九芎樹"""
152,45687,"""人事室""","""jîn-sū-sik""","""管理機關人員的辦公處所"""
153,45688,"""盡人事順天意。""","""Tsīn jîn-sū sūn thinn-ì.""","""盡人事聽天命。"""
154,45689,"""過年時仔伊會用外國酒來做人事。""","""Kuè-nî-sî-á i ē īng guā-kok tsiú lâi tsò jîn-sū.""","""過年的時候他會用外國酒來做公關。"""
158,45690,"""陳家二房的囝孫仔攏真老實。""","""Tân--ka jī-pâng ê kiánn-sun-á lóng tsin láu-si̍t.""","""陳家二房的子孫都很老實。"""
159,45691,"""大人物""","""tuā-jîn-bu̍t""","""有地位有名望的人"""
160,45692,"""十花五色的人""","""tsa̍p-hue-gōo-sik ê lâng""","""形形色色的人"""
161,45693,"""我今仔入門，電話就來矣。""","""Guá tann-á ji̍p-mn̂g, tiān-uē tō lâi--ah.""","""我剛進門，電話就來了。"""
162,45694,"""我想欲趕緊共你娶入門。""","""Guá siūnn-beh kuánn-kín kā lí tshuā ji̍p-mn̂g.""","""我想要趕快將你娶進門。"""
163,45695,"""學音樂，我拄入門。""","""O̍h im-ga̍k, guá tú ji̍p-mn̂g.""","""學音樂，我才剛剛入門。"""
164,45696,"""哲學入門""","""tiat-ha̍k ji̍p-mn̂g""","""哲學入門"""
165,45697,"""咱愛好好仔招待人客。""","""Lán ài hó-hó-á tsiau-thāi lâng-kheh.""","""我們要好好招呼客人。"""
165,45698,"""店內人客真濟。""","""Tiàm-lāi lâng-kheh tsin tsē.""","""店裡顧客很多。"""
166,45699,"""你出門了後，伊就醒矣。""","""Lí tshut-mn̂g liáu-āu, i tō tshénn--ah.""","""你出去之後，他就醒了。"""
167,45700,"""七星陣""","""tshit-tshenn-tīn""","""依照北斗七星排列所設的陣式"""
168,45701,"""大姊昨昏二指去予玻璃幼仔割著。""","""Tuā-tsí tsa-hng jī-tsáinn khì hōo po-lê-iù-á kuah--tio̍h.""","""大姊昨天食指被碎玻璃割到。"""
169,45702,"""伊是刁持欲佮我做對的。""","""I sī tiau-tî beh kah guá tsò-tuì--ê.""","""他是故意要和我作對的。"""
170,45703,"""我是刁持來看你的。""","""Guá sī tiau-tî lâi khuànn--lí--ê.""","""我是特別來看你的。"""
171,45704,"""伊刁故意欲講予你氣。""","""I tiau-kòo-ì beh kóng hōo lí khì.""","""他故意這麼說要惹你生氣。"""
174,45705,"""你毋通遐八珍。""","""Lí m̄-thang hiah pat-tin.""","""你不要這麼三八。"""
175,45706,"""伊的人面真闊，拜託伊就無毋著！""","""I ê lâng-bīn tsin khuah, pài-thok--i tō bô m̄-tio̍h!""","""他的人脈很廣，拜託他就沒錯！"""
176,45707,"""這个案件是人倫悲劇。""","""Tsit ê àn-kiānn sī jîn-lûn pi-kio̍k.""","""這個案件是人倫悲劇。"""
177,45708,"""公務人員""","""kong-bū jîn-uân""","""公務人員"""
178,45709,"""阮這个單位的人員無夠，工課才會做袂完。""","""Guán tsit ê tan-uī ê jîn-uân bô-kàu, khang-khuè tsiah ē tsò bē uân.""","""我們這個單位的人數不足，工作才完成不了。"""
179,45710,"""你當時欲入厝？""","""Lí tang-sî beh ji̍p-tshù?""","""你何時要搬入新家？"""
179,45711,"""咱愛包禮共伊入厝。""","""Lán ài pau-lé kā i ji̍p-tshù.""","""我們要包禮慶賀他入新家。"""
182,45712,"""一戶人家""","""tsi̍t hōo jîn-ke""","""一戶人家"""
185,45713,"""做人愛重人格。""","""Tsò-lâng ài tiōng jîn-keh.""","""為人要注重人格。"""
185,45714,"""我用人格共你保證。""","""Guá iōng jîn-keh kā lí pó-tsìng.""","""我用人格跟你保證。"""
186,45715,"""伊閣不止仔有人氣。""","""I koh put-tsí-á ū jîn-khì.""","""他的人緣還算不錯。"""
188,45716,"""兩隊人馬佇街仔路相拄。""","""Nn̄g tuī jîn-má tī ke-á-lōo sio-tú.""","""兩隊人馬在街道相遇。"""
189,45717,"""伊昨暗入院。""","""I tsa-àm ji̍p-īnn.""","""他昨晚住院。"""
191,45718,"""做人情予伊。""","""Tsò-jîn-tsîng hōo--i.""","""給他一個人情。"""
192,45719,"""人在人情在。""","""Jîn tsāi jîn-tsîng tsāi.""","""人在人際關係就在。"""
193,45720,"""人情世事有夠濟。""","""Jîn-tsîng-sè-sū ū-kàu tsē.""","""禮尚往來的事情有夠多。"""
195,45721,"""伊真有人望。""","""I tsin ū jîn-bōng.""","""他很有名氣。"""
196,45722,"""人造雨""","""jîn-tsō-hōo""","""人造雨"""
197,45723,"""這支刀的刀喙真利。""","""Tsit ki to ê to-tshuì tsin lāi.""","""這把刀的刀口很鋒利。"""
198,45724,"""戲園五點才會使入場。""","""Hì-hn̂g gōo tiám tsiah ē-sái ji̍p-tiûnn.""","""戲院五點才能進場。"""
199,45725,"""這个囡仔欲食毋討趁，有夠了然。""","""Tsit ê gín-á beh tsia̍h m̄ thó-thàn, ū-kàu liáu-jiân.""","""這個孩子只顧白食不肯賺錢，實在枉然。"""
200,45726,"""咱愛靠家己的力量拚出咱家己的前途。""","""Lán ài khò ka-kī ê li̍k-liōng piànn-tshut lán ka-kī ê tsiân-tôo.""","""我們要靠自己的能力拚出自己的前途。"""
201,45727,"""伊毋是刁意故的。""","""I m̄ sī thiau-ì-kòo--ê.""","""他不是故意的。"""
204,45728,"""伊又閣來矣。""","""I iū-koh lâi--ah.""","""他又來了。"""
205,45729,"""規間厝恬恬無聲，連半个人影嘛無。""","""Kui king tshù tiām-tiām bô-siann, liân puànn ê lâng-iánn mā bô.""","""整間屋子靜悄悄的，連半個人影都沒有。"""
206,45730,"""用九層塔煎卵真好食。""","""Iōng káu-tsàn-thah tsian nn̄g tsin hó-tsia̍h.""","""用九層塔煎蛋很好吃。"""
207,45731,"""伊的人範袂䆀。""","""I ê lâng-pān bē-bái.""","""他的人品不錯。"""
208,45732,"""伊真有人緣。""","""I tsin ū-lâng-iân.""","""他很有人緣。"""
209,45733,"""我今年就欲入學去讀冊矣！""","""Guá kin-nî tō beh ji̍p-o̍h khì tha̍k-tsheh--ah!""","""我今年就要入學去讀書了！"""
210,45734,"""伊彼幅圖有入選無？""","""I hit pak tôo ū ji̍p-suán--bô?""","""他那幅畫有沒有入選？"""
211,45735,"""伊做啥物生理攏了錢。""","""I tsò siánn-mih sing-lí lóng liáu-tsînn.""","""他做什麼生意都賠錢。"""
212,45736,"""這號物件都已經有矣，你閣欲買，加了錢的。""","""Tsit-lō mi̍h-kiānn to í-king ū--ah, lí koh beh bé, ke liáu-tsînn--ê.""","""這個東西已經有了，你還要買，多花錢而已。"""
214,45737,"""這間店是算人頭收錢的。""","""Tsit king tiàm sī sǹg lâng-thâu siu tsînn--ê.""","""這家商店是按人數收錢的。"""
215,45738,"""警察掠著的是人頭，毋是真正的頭家。""","""Kíng-tshat lia̍h--tio̍h--ê sī lâng-thâu, m̄ sī tsin-tsiànn ê thâu-ke.""","""警察捉到的是人頭帳戶，而不是背後的主使者。"""
216,45739,"""力頭真飽""","""la̍t-thâu tsin pá""","""力道真大"""
219,45740,"""無佮意你就講，何乜苦共伊刁難？""","""Bô kah-ì lí tō kóng, hô-mí-khóo kā i thiau-lân?""","""不喜歡你就說嘛，又何必故意為難他？"""
222,45741,"""三生有幸""","""sam-sing-iú-hīng""","""三生有幸"""
223,45742,"""三隻狗""","""sann tsiah káu""","""三條狗"""
224,45743,"""上車""","""tsiūnn-tshia""","""上車"""
224,45744,"""上山""","""tsiūnn-suann""","""上山"""
225,45745,"""上桌""","""tsiūnn-toh""","""把食物或其他東西端上桌"""
226,45746,"""上水""","""tshiūnn-tsuí""","""從井裡頭用水桶把水打上來"""
227,45747,"""上青苔""","""tshiūnn-tshenn-thî""","""長青苔"""
228,45748,"""水面上""","""tsuí-bīn-siōng""","""水面上"""
229,45749,"""上好""","""siōng-hó""","""最好"""
230,45750,"""天跤下""","""thinn-kha-ē""","""天底下"""
231,45751,"""拍三下""","""phah sann ē""","""打三下"""
231,45752,"""驚一下""","""kiann tsi̍t-ē""","""嚇一跳"""
232,45753,"""下班""","""hā-pan""","""下班"""
232,45754,"""下課""","""hā-khò""","""下課"""
233,45755,"""下令""","""hā-līng""","""宣布命令"""
234,45756,"""南下""","""lâm-hā""","""往南部去"""
235,45757,"""下集""","""hā tsi̍p""","""下集"""
235,45758,"""下級""","""hā-kip""","""下級"""
236,45759,"""物件無位通下。""","""Mi̍h-kiānn bô uī thang hē.""","""東西沒地方放。"""
236,45760,"""下鹽""","""hē iâm""","""在食物中放鹽"""
237,45761,"""乞食下大願。""","""Khit-tsia̍h hē tuā guān.""","""乞丐許大願。比喻人明明沒有能力，卻好高騖遠。"""
238,45762,"""懸低""","""kuân-kē""","""高低"""
238,45763,"""低音""","""kē-im""","""低音"""
239,45764,"""兩个人""","""nn̄g ê lâng""","""兩個人"""
241,45766,"""魚丸""","""hî-uân""","""魚肉製成的小丸子"""
242,45767,"""彼兩丸烏烏的物件是啥物？""","""Hit nn̄g uân oo-oo ê mi̍h-kiānn sī siánn-mih?""","""那兩球黑黑的東西是什麼？"""
243,45768,"""伊離開真久矣。""","""I lī-khui tsin kú--ah.""","""他離開很久了。"""
244,59840,"""等一點鐘久矣。""","""Tán tsi̍t tiám-tsing kú--ah.""","""等了一小時了。"""
244,59841,"""這久""","""tsit-kú""","""現在"""
244,59842,"""彼久""","""hit-kú""","""那時候"""
245,45769,"""么二三""","""io jī sann""","""一二三"""
246,45770,"""乞符仔""","""khit hû-á""","""向道士求討符咒"""
246,45771,"""乞雨""","""khit hōo""","""求雨"""
247,45772,"""這項物件有也好，無也好，攏無要緊。""","""Tsit hāng mi̍h-kiānn ū iā hó, bô iā hó, lóng bô iàu-kín.""","""這個東西可有可無，都沒關係。"""
248,45773,"""亡國""","""bông-kok""","""亡國"""
249,45774,"""亡兄""","""bông-hing""","""亡兄"""
250,45775,"""新亡""","""sin-bông""","""新死者、剛過世的人"""
250,45776,"""傷亡""","""siong-bông""","""傷者和死者"""
251,45777,"""流亡""","""liû-bông""","""流亡"""
252,45778,"""平凡""","""pîng-huân""","""平常、不出色"""
253,45779,"""凡事""","""huân-sū""","""無論什麼事情"""
254,45780,"""凡間""","""huān-kan""","""凡間"""
254,45781,"""仙女下凡""","""sian-lí hā-huān""","""仙女下凡"""
256,45782,"""千辛萬苦""","""tshian-sin-bān-khóo""","""千辛萬苦"""
257,45783,"""一千箍""","""tsi̍t-tshing khoo""","""一千元"""
258,45784,"""開叉""","""khui-tshe""","""開叉"""
258,45785,"""竹篙叉""","""tik-ko-tshe""","""有Y字型開叉竹竿的樹椏"""
259,45786,"""叉人的頷頸。""","""Tshe lâng ê ām-kún.""","""掐別人的脖子。"""
260,45787,"""拍叉做記號。""","""Phah tshe tsò kì-hō.""","""打叉做記號。"""
261,45788,"""用話叉人""","""īng uē tshe--lâng""","""用話頂撞別人"""
